start,mid1,mid2,end,leg1_symbol,leg1_action,leg1_price,leg1_from,leg1_to,leg2_symbol,leg2_action,leg2_price,leg2_from,leg2_to,leg3_symbol,leg3_action,leg3_price,leg3_from,leg3_to
USDT,USDC,H,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HUSDC,BUY,ASK,USDC,H,HUSDT,SELL,BID,H,USDT
USDT,H,USDC,USDT,HUSDT,BUY,ASK,USDT,H,HUSDC,SELL,BID,H,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HBAR,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HBARUSDC,BUY,ASK,USDC,HBAR,HBARUSDT,SELL,BID,HBAR,USDT
USDT,HBAR,USDC,USDT,HBARUSDT,BUY,ASK,USDT,HBAR,HBARUSDC,SELL,BID,HBAR,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HEMI,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HEMIUSDC,BUY,ASK,USDC,HEMI,HEMIUSDT,SELL,BID,HEMI,USDT
USDT,HEMI,USDC,USDT,HEMIUSDT,BUY,ASK,USDT,HEMI,HEMIUSDC,SELL,BID,HEMI,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HMSTR,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HMSTRUSDC,BUY,ASK,USDC,HMSTR,HMSTRUSDT,SELL,BID,HMSTR,USDT
USDT,HMSTR,USDC,USDT,HMSTRUSDT,BUY,ASK,USDT,HMSTR,HMSTRUSDC,SELL,BID,HMSTR,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HOLO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HOLOUSDC,BUY,ASK,USDC,HOLO,HOLOUSDT,SELL,BID,HOLO,USDT
USDT,HOLO,USDC,USDT,HOLOUSDT,BUY,ASK,USDT,HOLO,HOLOUSDC,SELL,BID,HOLO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HOME,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HOMEUSDC,BUY,ASK,USDC,HOME,HOMEUSDT,SELL,BID,HOME,USDT
USDT,HOME,USDC,USDT,HOMEUSDT,BUY,ASK,USDT,HOME,HOMEUSDC,SELL,BID,HOME,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HUMA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HUMAUSDC,BUY,ASK,USDC,HUMA,HUMAUSDT,SELL,BID,HUMA,USDT
USDT,HUMA,USDC,USDT,HUMAUSDT,BUY,ASK,USDT,HUMA,HUMAUSDC,SELL,BID,HUMA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HYPE,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HYPEUSDC,BUY,ASK,USDC,HYPE,HYPEUSDT,SELL,BID,HYPE,USDT
USDT,HYPE,USDC,USDT,HYPEUSDT,BUY,ASK,USDT,HYPE,HYPEUSDC,SELL,BID,HYPE,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,HYPER,USDT,USDCUSDT,BUY,ASK,USDT,USDC,HYPERUSDC,BUY,ASK,USDC,HYPER,HYPERUSDT,SELL,BID,HYPER,USDT
USDT,HYPER,USDC,USDT,HYPERUSDT,BUY,ASK,USDT,HYPER,HYPERUSDC,SELL,BID,HYPER,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,ICP,USDT,USDCUSDT,BUY,ASK,USDT,USDC,ICPUSDC,BUY,ASK,USDC,ICP,ICPUSDT,SELL,BID,ICP,USDT
USDT,ICP,USDC,USDT,ICPUSDT,BUY,ASK,USDT,ICP,ICPUSDC,SELL,BID,ICP,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IDEX,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IDEXUSDC,BUY,ASK,USDC,IDEX,IDEXUSDT,SELL,BID,IDEX,USDT
USDT,IDEX,USDC,USDT,IDEXUSDT,BUY,ASK,USDT,IDEX,IDEXUSDC,SELL,BID,IDEX,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IDOL,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IDOLUSDC,BUY,ASK,USDC,IDOL,IDOLUSDT,SELL,BID,IDOL,USDT
USDT,IDOL,USDC,USDT,IDOLUSDT,BUY,ASK,USDT,IDOL,IDOLUSDC,SELL,BID,IDOL,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IMX,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IMXUSDC,BUY,ASK,USDC,IMX,IMXUSDT,SELL,BID,IMX,USDT
USDT,IMX,USDC,USDT,IMXUSDT,BUY,ASK,USDT,IMX,IMXUSDC,SELL,BID,IMX,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,INIT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,INITUSDC,BUY,ASK,USDC,INIT,INITUSDT,SELL,BID,INIT,USDT
USDT,INIT,USDC,USDT,INITUSDT,BUY,ASK,USDT,INIT,INITUSDC,SELL,BID,INIT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,INJ,USDT,USDCUSDT,BUY,ASK,USDT,USDC,INJUSDC,BUY,ASK,USDC,INJ,INJUSDT,SELL,BID,INJ,USDT
USDT,INJ,USDC,USDT,INJUSDT,BUY,ASK,USDT,INJ,INJUSDC,SELL,BID,INJ,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IOUSDC,BUY,ASK,USDC,IO,IOUSDT,SELL,BID,IO,USDT
USDT,IO,USDC,USDT,IOUSDT,BUY,ASK,USDT,IO,IOUSDC,SELL,BID,IO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IOTA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IOTAUSDC,BUY,ASK,USDC,IOTA,IOTAUSDT,SELL,BID,IOTA,USDT
USDT,IOTA,USDC,USDT,IOTAUSDT,BUY,ASK,USDT,IOTA,IOTAUSDC,SELL,BID,IOTA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,BTC,IP,USDT,BTCUSDT,BUY,ASK,USDT,BTC,IPBTC,BUY,ASK,BTC,IP,IPUSDT,SELL,BID,IP,USDT
USDT,IP,BTC,USDT,IPUSDT,BUY,ASK,USDT,IP,IPBTC,SELL,BID,IP,BTC,BTCUSDT,SELL,BID,BTC,USDT
USDT,ETH,IP,USDT,ETHUSDT,BUY,ASK,USDT,ETH,IPETH,BUY,ASK,ETH,IP,IPUSDT,SELL,BID,IP,USDT
USDT,IP,ETH,USDT,IPUSDT,BUY,ASK,USDT,IP,IPETH,SELL,BID,IP,ETH,ETHUSDT,SELL,BID,ETH,USDT
USDT,USDC,IP,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IPUSDC,BUY,ASK,USDC,IP,IPUSDT,SELL,BID,IP,USDT
USDT,IP,USDC,USDT,IPUSDT,BUY,ASK,USDT,IP,IPUSDC,SELL,BID,IP,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,IRYS,USDT,USDCUSDT,BUY,ASK,USDT,USDC,IRYSUSDC,BUY,ASK,USDC,IRYS,IRYSUSDT,SELL,BID,IRYS,USDT
USDT,IRYS,USDC,USDT,IRYSUSDT,BUY,ASK,USDT,IRYS,IRYSUSDC,SELL,BID,IRYS,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,JELLYJELLY,USDT,USDCUSDT,BUY,ASK,USDT,USDC,JELLYJELLYUSDC,BUY,ASK,USDC,JELLYJELLY,JELLYJELLYUSDT,SELL,BID,JELLYJELLY,USDT
USDT,JELLYJELLY,USDC,USDT,JELLYJELLYUSDT,BUY,ASK,USDT,JELLYJELLY,JELLYJELLYUSDC,SELL,BID,JELLYJELLY,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,JUP,USDT,USDCUSDT,BUY,ASK,USDT,USDC,JUPUSDC,BUY,ASK,USDC,JUP,JUPUSDT,SELL,BID,JUP,USDT
USDT,JUP,USDC,USDT,JUPUSDT,BUY,ASK,USDT,JUP,JUPUSDC,SELL,BID,JUP,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,KAITO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KAITOUSDC,BUY,ASK,USDC,KAITO,KAITOUSDT,SELL,BID,KAITO,USDT
USDT,KAITO,USDC,USDT,KAITOUSDT,BUY,ASK,USDT,KAITO,KAITOUSDC,SELL,BID,KAITO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,EUR,KAS,USDT,EURUSDT,BUY,ASK,USDT,EUR,KASEUR,BUY,ASK,EUR,KAS,KASUSDT,SELL,BID,KAS,USDT
USDT,KAS,EUR,USDT,KASUSDT,BUY,ASK,USDT,KAS,KASEUR,SELL,BID,KAS,EUR,EURUSDT,SELL,BID,EUR,USDT
USDT,USD1,KAS,USDT,USD1USDT,BUY,ASK,USDT,USD1,KASUSD1,BUY,ASK,USD1,KAS,KASUSDT,SELL,BID,KAS,USDT
USDT,KAS,USD1,USDT,KASUSDT,BUY,ASK,USDT,KAS,KASUSD1,SELL,BID,KAS,USD1,USD1USDT,SELL,BID,USD1,USDT
USDT,USDC,KAS,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KASUSDC,BUY,ASK,USDC,KAS,KASUSDT,SELL,BID,KAS,USDT
USDT,KAS,USDC,USDT,KASUSDT,BUY,ASK,USDT,KAS,KASUSDC,SELL,BID,KAS,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDE,KAS,USDT,USDEUSDT,BUY,ASK,USDT,USDE,KASUSDE,BUY,ASK,USDE,KAS,KASUSDT,SELL,BID,KAS,USDT
USDT,KAS,USDE,USDT,KASUSDT,BUY,ASK,USDT,KAS,KASUSDE,SELL,BID,KAS,USDE,USDEUSDT,SELL,BID,USDE,USDT
USDT,USDC,KEKIUS,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KEKIUSUSDC,BUY,ASK,USDC,KEKIUS,KEKIUSUSDT,SELL,BID,KEKIUS,USDT
USDT,KEKIUS,USDC,USDT,KEKIUSUSDT,BUY,ASK,USDT,KEKIUS,KEKIUSUSDC,SELL,BID,KEKIUS,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,KERNEL,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KERNELUSDC,BUY,ASK,USDC,KERNEL,KERNELUSDT,SELL,BID,KERNEL,USDT
USDT,KERNEL,USDC,USDT,KERNELUSDT,BUY,ASK,USDT,KERNEL,KERNELUSDC,SELL,BID,KERNEL,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,KILO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KILOUSDC,BUY,ASK,USDC,KILO,KILOUSDT,SELL,BID,KILO,USDT
USDT,KILO,USDC,USDT,KILOUSDT,BUY,ASK,USDT,KILO,KILOUSDC,SELL,BID,KILO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,KITE,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KITEUSDC,BUY,ASK,USDC,KITE,KITEUSDT,SELL,BID,KITE,USDT
USDT,KITE,USDC,USDT,KITEUSDT,BUY,ASK,USDT,KITE,KITEUSDC,SELL,BID,KITE,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,KMNO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,KMNOUSDC,BUY,ASK,USDC,KMNO,KMNOUSDT,SELL,BID,KMNO,USDT
USDT,KMNO,USDC,USDT,KMNOUSDT,BUY,ASK,USDT,KMNO,KMNOUSDC,SELL,BID,KMNO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USD1,LA,USDT,USD1USDT,BUY,ASK,USDT,USD1,LAUSD1,BUY,ASK,USD1,LA,LAUSDT,SELL,BID,LA,USDT
USDT,LA,USD1,USDT,LAUSDT,BUY,ASK,USDT,LA,LAUSD1,SELL,BID,LA,USD1,USD1USDT,SELL,BID,USD1,USDT
USDT,USDC,LA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LAUSDC,BUY,ASK,USDC,LA,LAUSDT,SELL,BID,LA,USDT
USDT,LA,USDC,USDT,LAUSDT,BUY,ASK,USDT,LA,LAUSDC,SELL,BID,LA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,LBTC,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LBTCUSDC,BUY,ASK,USDC,LBTC,LBTCUSDT,SELL,BID,LBTC,USDT
USDT,LBTC,USDC,USDT,LBTCUSDT,BUY,ASK,USDT,LBTC,LBTCUSDC,SELL,BID,LBTC,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,LDO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LDOUSDC,BUY,ASK,USDC,LDO,LDOUSDT,SELL,BID,LDO,USDT
USDT,LDO,USDC,USDT,LDOUSDT,BUY,ASK,USDT,LDO,LDOUSDC,SELL,BID,LDO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,LINEA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LINEAUSDC,BUY,ASK,USDC,LINEA,LINEAUSDT,SELL,BID,LINEA,USDT
USDT,LINEA,USDC,USDT,LINEAUSDT,BUY,ASK,USDT,LINEA,LINEAUSDC,SELL,BID,LINEA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,LINGO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LINGOUSDC,BUY,ASK,USDC,LINGO,LINGOUSDT,SELL,BID,LINGO,USDT
USDT,LINGO,USDC,USDT,LINGOUSDT,BUY,ASK,USDT,LINGO,LINGOUSDC,SELL,BID,LINGO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,ETH,LINK,USDT,ETHUSDT,BUY,ASK,USDT,ETH,LINKETH,BUY,ASK,ETH,LINK,LINKUSDT,SELL,BID,LINK,USDT
USDT,LINK,ETH,USDT,LINKUSDT,BUY,ASK,USDT,LINK,LINKETH,SELL,BID,LINK,ETH,ETHUSDT,SELL,BID,ETH,USDT
USDT,EUR,LINK,USDT,EURUSDT,BUY,ASK,USDT,EUR,LINKEUR,BUY,ASK,EUR,LINK,LINKUSDT,SELL,BID,LINK,USDT
USDT,LINK,EUR,USDT,LINKUSDT,BUY,ASK,USDT,LINK,LINKEUR,SELL,BID,LINK,EUR,EURUSDT,SELL,BID,EUR,USDT
USDT,USDC,LINK,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LINKUSDC,BUY,ASK,USDC,LINK,LINKUSDT,SELL,BID,LINK,USDT
USDT,LINK,USDC,USDT,LINKUSDT,BUY,ASK,USDT,LINK,LINKUSDC,SELL,BID,LINK,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,LOT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,LOTUSDC,BUY,ASK,USDC,LOT,LOTUSDT,SELL,BID,LOT,USDT
USDT,LOT,USDC,USDT,LOTUSDT,BUY,ASK,USDT,LOT,LOTUSDC,SELL,BID,LOT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,EUR,LTC,USDT,EURUSDT,BUY,ASK,USDT,EUR,LTCEUR,BUY,ASK,EUR,LTC,LTCUSDT,SELL,BID,LTC,USDT
USDT,LTC,EUR,USDT,LTCUSDT,BUY,ASK,USDT,LTC,LTCEUR,SELL,BID,LTC,EUR,EURUSDT,SELL,BID,EUR,USDT
USDT,USDC,MANTA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MANTAUSDC,BUY,ASK,USDC,MANTA,MANTAUSDT,SELL,BID,MANTA,USDT
USDT,MANTA,USDC,USDT,MANTAUSDT,BUY,ASK,USDT,MANTA,MANTAUSDC,SELL,BID,MANTA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MAV,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MAVUSDC,BUY,ASK,USDC,MAV,MAVUSDT,SELL,BID,MAV,USDT
USDT,MAV,USDC,USDT,MAVUSDT,BUY,ASK,USDT,MAV,MAVUSDC,SELL,BID,MAV,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,EUR,MELANIA,USDT,EURUSDT,BUY,ASK,USDT,EUR,MELANIAEUR,BUY,ASK,EUR,MELANIA,MELANIAUSDT,SELL,BID,MELANIA,USDT
USDT,MELANIA,EUR,USDT,MELANIAUSDT,BUY,ASK,USDT,MELANIA,MELANIAEUR,SELL,BID,MELANIA,EUR,EURUSDT,SELL,BID,EUR,USDT
USDT,USD1,MELANIA,USDT,USD1USDT,BUY,ASK,USDT,USD1,MELANIAUSD1,BUY,ASK,USD1,MELANIA,MELANIAUSDT,SELL,BID,MELANIA,USDT
USDT,MELANIA,USD1,USDT,MELANIAUSDT,BUY,ASK,USDT,MELANIA,MELANIAUSD1,SELL,BID,MELANIA,USD1,USD1USDT,SELL,BID,USD1,USDT
USDT,USDC,MELANIA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MELANIAUSDC,BUY,ASK,USDC,MELANIA,MELANIAUSDT,SELL,BID,MELANIA,USDT
USDT,MELANIA,USDC,USDT,MELANIAUSDT,BUY,ASK,USDT,MELANIA,MELANIAUSDC,SELL,BID,MELANIA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MET,USDT,USDCUSDT,BUY,ASK,USDT,USDC,METUSDC,BUY,ASK,USDC,MET,METUSDT,SELL,BID,MET,USDT
USDT,MET,USDC,USDT,METUSDT,BUY,ASK,USDT,MET,METUSDC,SELL,BID,MET,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MILK,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MILKUSDC,BUY,ASK,USDC,MILK,MILKUSDT,SELL,BID,MILK,USDT
USDT,MILK,USDC,USDT,MILKUSDT,BUY,ASK,USDT,MILK,MILKUSDC,SELL,BID,MILK,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MIRA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MIRAUSDC,BUY,ASK,USDC,MIRA,MIRAUSDT,SELL,BID,MIRA,USDT
USDT,MIRA,USDC,USDT,MIRAUSDT,BUY,ASK,USDT,MIRA,MIRAUSDC,SELL,BID,MIRA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MNT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MNTUSDC,BUY,ASK,USDC,MNT,MNTUSDT,SELL,BID,MNT,USDT
USDT,MNT,USDC,USDT,MNTUSDT,BUY,ASK,USDT,MNT,MNTUSDC,SELL,BID,MNT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MON,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MONUSDC,BUY,ASK,USDC,MON,MONUSDT,SELL,BID,MON,USDT
USDT,MON,USDC,USDT,MONUSDT,BUY,ASK,USDT,MON,MONUSDC,SELL,BID,MON,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MORE,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MOREUSDC,BUY,ASK,USDC,MORE,MOREUSDT,SELL,BID,MORE,USDT
USDT,MORE,USDC,USDT,MOREUSDT,BUY,ASK,USDT,MORE,MOREUSDC,SELL,BID,MORE,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MORPHO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MORPHOUSDC,BUY,ASK,USDC,MORPHO,MORPHOUSDT,SELL,BID,MORPHO,USDT
USDT,MORPHO,USDC,USDT,MORPHOUSDT,BUY,ASK,USDT,MORPHO,MORPHOUSDC,SELL,BID,MORPHO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,MUBARAK,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MUBARAKUSDC,BUY,ASK,USDC,MUBARAK,MUBARAKUSDT,SELL,BID,MUBARAK,USDT
USDT,MUBARAK,USDC,USDT,MUBARAKUSDT,BUY,ASK,USDT,MUBARAK,MUBARAKUSDC,SELL,BID,MUBARAK,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,BRL,MX,USDT,BRLUSDT,BUY,ASK,USDT,BRL,MXBRL,BUY,ASK,BRL,MX,MXUSDT,SELL,BID,MX,USDT
USDT,MX,BRL,USDT,MXUSDT,BUY,ASK,USDT,MX,MXBRL,SELL,BID,MX,BRL,BRLUSDT,SELL,BID,BRL,USDT
USDT,BTC,MX,USDT,BTCUSDT,BUY,ASK,USDT,BTC,MXBTC,BUY,ASK,BTC,MX,MXUSDT,SELL,BID,MX,USDT
USDT,MX,BTC,USDT,MXUSDT,BUY,ASK,USDT,MX,MXBTC,SELL,BID,MX,BTC,BTCUSDT,SELL,BID,BTC,USDT
USDT,ETH,MX,USDT,ETHUSDT,BUY,ASK,USDT,ETH,MXETH,BUY,ASK,ETH,MX,MXUSDT,SELL,BID,MX,USDT
USDT,MX,ETH,USDT,MXUSDT,BUY,ASK,USDT,MX,MXETH,SELL,BID,MX,ETH,ETHUSDT,SELL,BID,ETH,USDT
USDT,EUR,MX,USDT,EURUSDT,BUY,ASK,USDT,EUR,MXEUR,BUY,ASK,EUR,MX,MXUSDT,SELL,BID,MX,USDT
USDT,MX,EUR,USDT,MXUSDT,BUY,ASK,USDT,MX,MXEUR,SELL,BID,MX,EUR,EURUSDT,SELL,BID,EUR,USDT
USDT,USDC,MYX,USDT,USDCUSDT,BUY,ASK,USDT,USDC,MYXUSDC,BUY,ASK,USDC,MYX,MYXUSDT,SELL,BID,MYX,USDT
USDT,MYX,USDC,USDT,MYXUSDT,BUY,ASK,USDT,MYX,MYXUSDC,SELL,BID,MYX,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NAKA,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NAKAUSDC,BUY,ASK,USDC,NAKA,NAKAUSDT,SELL,BID,NAKA,USDT
USDT,NAKA,USDC,USDT,NAKAUSDT,BUY,ASK,USDT,NAKA,NAKAUSDC,SELL,BID,NAKA,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,BTC,NEO,USDT,BTCUSDT,BUY,ASK,USDT,BTC,NEOBTC,BUY,ASK,BTC,NEO,NEOUSDT,SELL,BID,NEO,USDT
USDT,NEO,BTC,USDT,NEOUSDT,BUY,ASK,USDT,NEO,NEOBTC,SELL,BID,NEO,BTC,BTCUSDT,SELL,BID,BTC,USDT
USDT,USDC,NEO,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NEOUSDC,BUY,ASK,USDC,NEO,NEOUSDT,SELL,BID,NEO,USDT
USDT,NEO,USDC,USDT,NEOUSDT,BUY,ASK,USDT,NEO,NEOUSDC,SELL,BID,NEO,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NEWT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NEWTUSDC,BUY,ASK,USDC,NEWT,NEWTUSDT,SELL,BID,NEWT,USDT
USDT,NEWT,USDC,USDT,NEWTUSDT,BUY,ASK,USDT,NEWT,NEWTUSDC,SELL,BID,NEWT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NIGHT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NIGHTUSDC,BUY,ASK,USDC,NIGHT,NIGHTUSDT,SELL,BID,NIGHT,USDT
USDT,NIGHT,USDC,USDT,NIGHTUSDT,BUY,ASK,USDT,NIGHT,NIGHTUSDC,SELL,BID,NIGHT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NIL,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NILUSDC,BUY,ASK,USDC,NIL,NILUSDT,SELL,BID,NIL,USDT
USDT,NIL,USDC,USDT,NILUSDT,BUY,ASK,USDT,NIL,NILUSDC,SELL,BID,NIL,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,ETH,NMR,USDT,ETHUSDT,BUY,ASK,USDT,ETH,NMRETH,BUY,ASK,ETH,NMR,NMRUSDT,SELL,BID,NMR,USDT
USDT,NMR,ETH,USDT,NMRUSDT,BUY,ASK,USDT,NMR,NMRETH,SELL,BID,NMR,ETH,ETHUSDT,SELL,BID,ETH,USDT
USDT,USDC,NMR,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NMRUSDC,BUY,ASK,USDC,NMR,NMRUSDT,SELL,BID,NMR,USDT
USDT,NMR,USDC,USDT,NMRUSDT,BUY,ASK,USDT,NMR,NMRUSDC,SELL,BID,NMR,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NODE,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NODEUSDC,BUY,ASK,USDC,NODE,NODEUSDT,SELL,BID,NODE,USDT
USDT,NODE,USDC,USDT,NODEUSDT,BUY,ASK,USDT,NODE,NODEUSDC,SELL,BID,NODE,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NOT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NOTUSDC,BUY,ASK,USDC,NOT,NOTUSDT,SELL,BID,NOT,USDT
USDT,NOT,USDC,USDT,NOTUSDT,BUY,ASK,USDT,NOT,NOTUSDC,SELL,BID,NOT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NPC,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NPCUSDC,BUY,ASK,USDC,NPC,NPCUSDT,SELL,BID,NPC,USDT
USDT,NPC,USDC,USDT,NPCUSDT,BUY,ASK,USDT,NPC,NPCUSDC,SELL,BID,NPC,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,NXPC,USDT,USDCUSDT,BUY,ASK,USDT,USDC,NXPCUSDC,BUY,ASK,USDC,NXPC,NXPCUSDT,SELL,BID,NXPC,USDT
USDT,NXPC,USDC,USDT,NXPCUSDT,BUY,ASK,USDT,NXPC,NXPCUSDC,SELL,BID,NXPC,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,OBOL,USDT,USDCUSDT,BUY,ASK,USDT,USDC,OBOLUSDC,BUY,ASK,USDC,OBOL,OBOLUSDT,SELL,BID,OBOL,USDT
USDT,OBOL,USDC,USDT,OBOLUSDT,BUY,ASK,USDT,OBOL,OBOLUSDC,SELL,BID,OBOL,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,OBT,USDT,USDCUSDT,BUY,ASK,USDT,USDC,OBTUSDC,BUY,ASK,USDC,OBT,OBTUSDT,SELL,BID,OBT,USDT
USDT,OBT,USDC,USDT,OBTUSDT,BUY,ASK,USDT,OBT,OBTUSDC,SELL,BID,OBT,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,USDC,OM,USDT,USDCUSDT,BUY,ASK,USDT,USDC,OMUSDC,BUY,ASK,USDC,OM,OMUSDT,SELL,BID,OM,USDT
USDT,OM,USDC,USDT,OMUSDT,BUY,ASK,USDT,OM,OMUSDC,SELL,BID,OM,USDC,USDCUSDT,SELL,BID,USDC,USDT
USDT,BTC,OMG,USDT,BTCUSDT,BUY,ASK,USDT,BTC,OMGBTC,BUY,ASK,BTC,OMG,OMGUSDT,SELL,BID,OMG,USDT
USDT,OMG,BTC,USDT,OMGUSDT,BUY,ASK,USDT,OMG,OMGBTC,SELL,BID,OMG,BTC,BTCUSDT,SELL,BID,BTC,USDT
USDT,USDC,OMI,USDT,USDCUSDT,BUY,ASK,USDT,USDC,OMIUSDC,BUY,ASK,USDC,OMI,OMIUSDT,SELL,BID,OMI,USDT
USDT,OMI,USDC,USDT,OMIUSDT,BUY,ASK,USDT,OMI,OMIUSDC,SELL,BID,OMI,USDC,USDCUSDT,SELL,BID,USDC,USDT
