start,mid1,mid2,end,leg1_symbol,leg1_action,leg1_price,leg1_from,leg1_to,leg2_symbol,leg2_action,leg2_price,leg2_from,leg2_to,leg3_symbol,leg3_action,leg3_price,leg3_from,leg3_to
USDT,ASTER,USD,USDT,ASTER-USDT,BUY,ASK,USDT,ASTER,ASTER-USD,SELL,BID,ASTER,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ASTER,USDT,USDT-USD,SELL,BID,USDT,USD,ASTER-USD,BUY,ASK,USD,ASTER,ASTER-USDT,SELL,BID,ASTER,USDT
USDT,ASTR,EUR,USDT,ASTR-USDT,BUY,ASK,USDT,ASTR,ASTR-EUR,SELL,BID,ASTR,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,ASTR,USDT,USDT-EUR,SELL,BID,USDT,EUR,ASTR-EUR,BUY,ASK,EUR,ASTR,ASTR-USDT,SELL,BID,ASTR,USDT
USDT,ASTR,USD,USDT,ASTR-USDT,BUY,ASK,USDT,ASTR,ASTR-USD,SELL,BID,ASTR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ASTR,USDT,USDT-USD,SELL,BID,USDT,USD,ASTR-USD,BUY,ASK,USD,ASTR,ASTR-USDT,SELL,BID,ASTR,USDT
USDT,ATH,USD,USDT,ATH-USDT,BUY,ASK,USDT,ATH,ATH-USD,SELL,BID,ATH,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ATH,USDT,USDT-USD,SELL,BID,USDT,USD,ATH-USD,BUY,ASK,USD,ATH,ATH-USDT,SELL,BID,ATH,USDT
USDT,ATOM,EUR,USDT,ATOM-USDT,BUY,ASK,USDT,ATOM,ATOM-EUR,SELL,BID,ATOM,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,ATOM,USDT,USDT-EUR,SELL,BID,USDT,EUR,ATOM-EUR,BUY,ASK,EUR,ATOM,ATOM-USDT,SELL,BID,ATOM,USDT
USDT,ATOM,USD,USDT,ATOM-USDT,BUY,ASK,USDT,ATOM,ATOM-USD,SELL,BID,ATOM,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ATOM,USDT,USDT-USD,SELL,BID,USDT,USD,ATOM-USD,BUY,ASK,USD,ATOM,ATOM-USDT,SELL,BID,ATOM,USDT
USDT,AUCTION,USD,USDT,AUCTION-USDT,BUY,ASK,USDT,AUCTION,AUCTION-USD,SELL,BID,AUCTION,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,AUCTION,USDT,USDT-USD,SELL,BID,USDT,USD,AUCTION-USD,BUY,ASK,USD,AUCTION,AUCTION-USDT,SELL,BID,AUCTION,USDT
USDT,USDC,AVAX,USDT,USDC-USDT,BUY,ASK,USDT,USDC,AVAX-USDC,BUY,ASK,USDC,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT
USDT,AVAX,USDC,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-USDC,SELL,BID,AVAX,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,AVAX,EUR,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-EUR,SELL,BID,AVAX,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,AVAX,USDT,USDT-EUR,SELL,BID,USDT,EUR,AVAX-EUR,BUY,ASK,EUR,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT
USDT,AVAX,USD,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-USD,SELL,BID,AVAX,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,AVAX,USDT,USDT-USD,SELL,BID,USDT,USD,AVAX-USD,BUY,ASK,USD,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT
USDT,AVNT,USD,USDT,AVNT-USDT,BUY,ASK,USDT,AVNT,AVNT-USD,SELL,BID,AVNT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,AVNT,USDT,USDT-USD,SELL,BID,USDT,USD,AVNT-USD,BUY,ASK,USD,AVNT,AVNT-USDT,SELL,BID,AVNT,USDT
USDT,AXS,EUR,USDT,AXS-USDT,BUY,ASK,USDT,AXS,AXS-EUR,SELL,BID,AXS,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,AXS,USDT,USDT-EUR,SELL,BID,USDT,EUR,AXS-EUR,BUY,ASK,EUR,AXS,AXS-USDT,SELL,BID,AXS,USDT
USDT,AXS,USD,USDT,AXS-USDT,BUY,ASK,USDT,AXS,AXS-USD,SELL,BID,AXS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,AXS,USDT,USDT-USD,SELL,BID,USDT,USD,AXS-USD,BUY,ASK,USD,AXS,AXS-USDT,SELL,BID,AXS,USDT
USDT,BABY,USD,USDT,BABY-USDT,BUY,ASK,USDT,BABY,BABY-USD,SELL,BID,BABY,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BABY,USDT,USDT-USD,SELL,BID,USDT,USD,BABY-USD,BUY,ASK,USD,BABY,BABY-USDT,SELL,BID,BABY,USDT
USDT,BABYDOGE,USD,USDT,BABYDOGE-USDT,BUY,ASK,USDT,BABYDOGE,BABYDOGE-USD,SELL,BID,BABYDOGE,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BABYDOGE,USDT,USDT-USD,SELL,BID,USDT,USD,BABYDOGE-USD,BUY,ASK,USD,BABYDOGE,BABYDOGE-USDT,SELL,BID,BABYDOGE,USDT
USDT,BANANA,USD,USDT,BANANA-USDT,BUY,ASK,USDT,BANANA,BANANA-USD,SELL,BID,BANANA,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BANANA,USDT,USDT-USD,SELL,BID,USDT,USD,BANANA-USD,BUY,ASK,USD,BANANA,BANANA-USDT,SELL,BID,BANANA,USDT
USDT,BAND,USD,USDT,BAND-USDT,BUY,ASK,USDT,BAND,BAND-USD,SELL,BID,BAND,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BAND,USDT,USDT-USD,SELL,BID,USDT,USD,BAND-USD,BUY,ASK,USD,BAND,BAND-USDT,SELL,BID,BAND,USDT
USDT,BARD,USD,USDT,BARD-USDT,BUY,ASK,USDT,BARD,BARD-USD,SELL,BID,BARD,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BARD,USDT,USDT-USD,SELL,BID,USDT,USD,BARD-USD,BUY,ASK,USD,BARD,BARD-USDT,SELL,BID,BARD,USDT
USDT,BAT,EUR,USDT,BAT-USDT,BUY,ASK,USDT,BAT,BAT-EUR,SELL,BID,BAT,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,BAT,USDT,USDT-EUR,SELL,BID,USDT,EUR,BAT-EUR,BUY,ASK,EUR,BAT,BAT-USDT,SELL,BID,BAT,USDT
USDT,BAT,USD,USDT,BAT-USDT,BUY,ASK,USDT,BAT,BAT-USD,SELL,BID,BAT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BAT,USDT,USDT-USD,SELL,BID,USDT,USD,BAT-USD,BUY,ASK,USD,BAT,BAT-USDT,SELL,BID,BAT,USDT
USDT,USDC,BCH,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BCH-USDC,BUY,ASK,USDC,BCH,BCH-USDT,SELL,BID,BCH,USDT
USDT,BCH,USDC,USDT,BCH-USDT,BUY,ASK,USDT,BCH,BCH-USDC,SELL,BID,BCH,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,BCH,USD,USDT,BCH-USDT,BUY,ASK,USDT,BCH,BCH-USD,SELL,BID,BCH,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BCH,USDT,USDT-USD,SELL,BID,USDT,USD,BCH-USD,BUY,ASK,USD,BCH,BCH-USDT,SELL,BID,BCH,USDT
USDT,BERA,USD,USDT,BERA-USDT,BUY,ASK,USDT,BERA,BERA-USD,SELL,BID,BERA,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BERA,USDT,USDT-USD,SELL,BID,USDT,USD,BERA-USD,BUY,ASK,USD,BERA,BERA-USDT,SELL,BID,BERA,USDT
USDT,ETH,BETH,USDT,ETH-USDT,BUY,ASK,USDT,ETH,BETH-ETH,BUY,ASK,ETH,BETH,BETH-USDT,SELL,BID,BETH,USDT
USDT,BETH,ETH,USDT,BETH-USDT,BUY,ASK,USDT,BETH,BETH-ETH,SELL,BID,BETH,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,BICO,USD,USDT,BICO-USDT,BUY,ASK,USDT,BICO,BICO-USD,SELL,BID,BICO,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BICO,USDT,USDT-USD,SELL,BID,USDT,USD,BICO-USD,BUY,ASK,USD,BICO,BICO-USDT,SELL,BID,BICO,USDT
USDT,BIGTIME,USD,USDT,BIGTIME-USDT,BUY,ASK,USDT,BIGTIME,BIGTIME-USD,SELL,BID,BIGTIME,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BIGTIME,USDT,USDT-USD,SELL,BID,USDT,USD,BIGTIME-USD,BUY,ASK,USD,BIGTIME,BIGTIME-USDT,SELL,BID,BIGTIME,USDT
USDT,BIO,USD,USDT,BIO-USDT,BUY,ASK,USDT,BIO,BIO-USD,SELL,BID,BIO,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BIO,USDT,USDT-USD,SELL,BID,USDT,USD,BIO-USD,BUY,ASK,USD,BIO,BIO-USDT,SELL,BID,BIO,USDT
USDT,BLUR,USD,USDT,BLUR-USDT,BUY,ASK,USDT,BLUR,BLUR-USD,SELL,BID,BLUR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BLUR,USDT,USDT-USD,SELL,BID,USDT,USD,BLUR-USD,BUY,ASK,USD,BLUR,BLUR-USDT,SELL,BID,BLUR,USDT
USDT,USDC,BNB,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BNB-USDC,BUY,ASK,USDC,BNB,BNB-USDT,SELL,BID,BNB,USDT
USDT,BNB,USDC,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-USDC,SELL,BID,BNB,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,BNB,EUR,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-EUR,SELL,BID,BNB,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,BNB,USDT,USDT-EUR,SELL,BID,USDT,EUR,BNB-EUR,BUY,ASK,EUR,BNB,BNB-USDT,SELL,BID,BNB,USDT
USDT,BNB,USD,USDT,BNB-USDT,BUY,ASK,USDT,BNB,BNB-USD,SELL,BID,BNB,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BNB,USDT,USDT-USD,SELL,BID,USDT,USD,BNB-USD,BUY,ASK,USD,BNB,BNB-USDT,SELL,BID,BNB,USDT
USDT,BNT,USD,USDT,BNT-USDT,BUY,ASK,USDT,BNT,BNT-USD,SELL,BID,BNT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BNT,USDT,USDT-USD,SELL,BID,USDT,USD,BNT-USD,BUY,ASK,USD,BNT,BNT-USDT,SELL,BID,BNT,USDT
USDT,BOME,USD,USDT,BOME-USDT,BUY,ASK,USDT,BOME,BOME-USD,SELL,BID,BOME,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BOME,USDT,USDT-USD,SELL,BID,USDT,USD,BOME-USD,BUY,ASK,USD,BOME,BOME-USDT,SELL,BID,BOME,USDT
USDT,BONK,USD,USDT,BONK-USDT,BUY,ASK,USDT,BONK,BONK-USD,SELL,BID,BONK,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BONK,USDT,USDT-USD,SELL,BID,USDT,USD,BONK-USD,BUY,ASK,USD,BONK,BONK-USDT,SELL,BID,BONK,USDT
USDT,USDC,BTC,USDT,USDC-USDT,BUY,ASK,USDT,USDC,BTC-USDC,BUY,ASK,USDC,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,USDC,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-USDC,SELL,BID,BTC,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,BTC,AED,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-AED,SELL,BID,BTC,AED,USDT-AED,BUY,ASK,AED,USDT
USDT,AED,BTC,USDT,USDT-AED,SELL,BID,USDT,AED,BTC-AED,BUY,ASK,AED,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,AUD,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-AUD,SELL,BID,BTC,AUD,USDT-AUD,BUY,ASK,AUD,USDT
USDT,AUD,BTC,USDT,USDT-AUD,SELL,BID,USDT,AUD,BTC-AUD,BUY,ASK,AUD,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,BRL,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-BRL,SELL,BID,BTC,BRL,USDT-BRL,BUY,ASK,BRL,USDT
USDT,BRL,BTC,USDT,USDT-BRL,SELL,BID,USDT,BRL,BTC-BRL,BUY,ASK,BRL,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,EUR,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-EUR,SELL,BID,BTC,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,BTC,USDT,USDT-EUR,SELL,BID,USDT,EUR,BTC-EUR,BUY,ASK,EUR,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,TRY,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-TRY,SELL,BID,BTC,TRY,USDT-TRY,BUY,ASK,TRY,USDT
USDT,TRY,BTC,USDT,USDT-TRY,SELL,BID,USDT,TRY,BTC-TRY,BUY,ASK,TRY,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,BTC,USD,USDT,BTC-USDT,BUY,ASK,USDT,BTC,BTC-USD,SELL,BID,BTC,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,BTC,USDT,USDT-USD,SELL,BID,USDT,USD,BTC-USD,BUY,ASK,USD,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,CAT,USD,USDT,CAT-USDT,BUY,ASK,USDT,CAT,CAT-USD,SELL,BID,CAT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CAT,USDT,USDT-USD,SELL,BID,USDT,USD,CAT-USD,BUY,ASK,USD,CAT,CAT-USDT,SELL,BID,CAT,USDT
USDT,CATI,USD,USDT,CATI-USDT,BUY,ASK,USDT,CATI,CATI-USD,SELL,BID,CATI,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CATI,USDT,USDT-USD,SELL,BID,USDT,USD,CATI-USD,BUY,ASK,USD,CATI,CATI-USDT,SELL,BID,CATI,USDT
USDT,CELO,USD,USDT,CELO-USDT,BUY,ASK,USDT,CELO,CELO-USD,SELL,BID,CELO,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CELO,USDT,USDT-USD,SELL,BID,USDT,USD,CELO-USD,BUY,ASK,USD,CELO,CELO-USDT,SELL,BID,CELO,USDT
USDT,CELR,USD,USDT,CELR-USDT,BUY,ASK,USDT,CELR,CELR-USD,SELL,BID,CELR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CELR,USDT,USDT-USD,SELL,BID,USDT,USD,CELR-USD,BUY,ASK,USD,CELR,CELR-USDT,SELL,BID,CELR,USDT
USDT,CETUS,USD,USDT,CETUS-USDT,BUY,ASK,USDT,CETUS,CETUS-USD,SELL,BID,CETUS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CETUS,USDT,USDT-USD,SELL,BID,USDT,USD,CETUS-USD,BUY,ASK,USD,CETUS,CETUS-USDT,SELL,BID,CETUS,USDT
USDT,CFG,USD,USDT,CFG-USDT,BUY,ASK,USDT,CFG,CFG-USD,SELL,BID,CFG,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CFG,USDT,USDT-USD,SELL,BID,USDT,USD,CFG-USD,BUY,ASK,USD,CFG,CFG-USDT,SELL,BID,CFG,USDT
USDT,CFX,USD,USDT,CFX-USDT,BUY,ASK,USDT,CFX,CFX-USD,SELL,BID,CFX,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CFX,USDT,USDT-USD,SELL,BID,USDT,USD,CFX-USD,BUY,ASK,USD,CFX,CFX-USDT,SELL,BID,CFX,USDT
USDT,CHZ,EUR,USDT,CHZ-USDT,BUY,ASK,USDT,CHZ,CHZ-EUR,SELL,BID,CHZ,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,CHZ,USDT,USDT-EUR,SELL,BID,USDT,EUR,CHZ-EUR,BUY,ASK,EUR,CHZ,CHZ-USDT,SELL,BID,CHZ,USDT
USDT,CHZ,USD,USDT,CHZ-USDT,BUY,ASK,USDT,CHZ,CHZ-USD,SELL,BID,CHZ,USD,USDT-USD,BUY,ASK,USD,USDT
