start,mid1,mid2,end,leg1_symbol,leg1_action,leg1_price,leg1_from,leg1_to,leg2_symbol,leg2_action,leg2_price,leg2_from,leg2_to,leg3_symbol,leg3_action,leg3_price,leg3_from,leg3_to
USDT,USD,CHZ,USDT,USDT-USD,SELL,BID,USDT,USD,CHZ-USD,BUY,ASK,USD,CHZ,CHZ-USDT,SELL,BID,CHZ,USDT
USDT,CITY,USD,USDT,CITY-USDT,BUY,ASK,USDT,CITY,CITY-USD,SELL,BID,CITY,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CITY,USDT,USDT-USD,SELL,BID,USDT,USD,CITY-USD,BUY,ASK,USD,CITY,CITY-USDT,SELL,BID,CITY,USDT
USDT,COMP,EUR,USDT,COMP-USDT,BUY,ASK,USDT,COMP,COMP-EUR,SELL,BID,COMP,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,COMP,USDT,USDT-EUR,SELL,BID,USDT,EUR,COMP-EUR,BUY,ASK,EUR,COMP,COMP-USDT,SELL,BID,COMP,USDT
USDT,COMP,USD,USDT,COMP-USDT,BUY,ASK,USDT,COMP,COMP-USD,SELL,BID,COMP,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,COMP,USDT,USDT-USD,SELL,BID,USDT,USD,COMP-USD,BUY,ASK,USD,COMP,COMP-USDT,SELL,BID,COMP,USDT
USDT,CORE,USD,USDT,CORE-USDT,BUY,ASK,USDT,CORE,CORE-USD,SELL,BID,CORE,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CORE,USDT,USDT-USD,SELL,BID,USDT,USD,CORE-USD,BUY,ASK,USD,CORE,CORE-USDT,SELL,BID,CORE,USDT
USDT,CRO,EUR,USDT,CRO-USDT,BUY,ASK,USDT,CRO,CRO-EUR,SELL,BID,CRO,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,CRO,USDT,USDT-EUR,SELL,BID,USDT,EUR,CRO-EUR,BUY,ASK,EUR,CRO,CRO-USDT,SELL,BID,CRO,USDT
USDT,CRO,USD,USDT,CRO-USDT,BUY,ASK,USDT,CRO,CRO-USD,SELL,BID,CRO,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CRO,USDT,USDT-USD,SELL,BID,USDT,USD,CRO-USD,BUY,ASK,USD,CRO,CRO-USDT,SELL,BID,CRO,USDT
USDT,CRV,EUR,USDT,CRV-USDT,BUY,ASK,USDT,CRV,CRV-EUR,SELL,BID,CRV,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,CRV,USDT,USDT-EUR,SELL,BID,USDT,EUR,CRV-EUR,BUY,ASK,EUR,CRV,CRV-USDT,SELL,BID,CRV,USDT
USDT,CRV,USD,USDT,CRV-USDT,BUY,ASK,USDT,CRV,CRV-USD,SELL,BID,CRV,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CRV,USDT,USDT-USD,SELL,BID,USDT,USD,CRV-USD,BUY,ASK,USD,CRV,CRV-USDT,SELL,BID,CRV,USDT
USDT,CSPR,USD,USDT,CSPR-USDT,BUY,ASK,USDT,CSPR,CSPR-USD,SELL,BID,CSPR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CSPR,USDT,USDT-USD,SELL,BID,USDT,USD,CSPR-USD,BUY,ASK,USD,CSPR,CSPR-USDT,SELL,BID,CSPR,USDT
USDT,CTC,USD,USDT,CTC-USDT,BUY,ASK,USDT,CTC,CTC-USD,SELL,BID,CTC,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CTC,USDT,USDT-USD,SELL,BID,USDT,USD,CTC-USD,BUY,ASK,USD,CTC,CTC-USDT,SELL,BID,CTC,USDT
USDT,CVC,USD,USDT,CVC-USDT,BUY,ASK,USDT,CVC,CVC-USD,SELL,BID,CVC,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CVC,USDT,USDT-USD,SELL,BID,USDT,USD,CVC-USD,BUY,ASK,USD,CVC,CVC-USDT,SELL,BID,CVC,USDT
USDT,CVX,USD,USDT,CVX-USDT,BUY,ASK,USDT,CVX,CVX-USD,SELL,BID,CVX,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CVX,USDT,USDT-USD,SELL,BID,USDT,USD,CVX-USD,BUY,ASK,USD,CVX,CVX-USDT,SELL,BID,CVX,USDT
USDT,CXT,USD,USDT,CXT-USDT,BUY,ASK,USDT,CXT,CXT-USD,SELL,BID,CXT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,CXT,USDT,USDT-USD,SELL,BID,USDT,USD,CXT-USD,BUY,ASK,USD,CXT,CXT-USDT,SELL,BID,CXT,USDT
USDT,DAI,USD,USDT,DAI-USDT,BUY,ASK,USDT,DAI,DAI-USD,SELL,BID,DAI,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DAI,USDT,USDT-USD,SELL,BID,USDT,USD,DAI-USD,BUY,ASK,USD,DAI,DAI-USDT,SELL,BID,DAI,USDT
USDT,DAO,USD,USDT,DAO-USDT,BUY,ASK,USDT,DAO,DAO-USD,SELL,BID,DAO,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DAO,USDT,USDT-USD,SELL,BID,USDT,USD,DAO-USD,BUY,ASK,USD,DAO,DAO-USDT,SELL,BID,DAO,USDT
USDT,DASH,USD,USDT,DASH-USDT,BUY,ASK,USDT,DASH,DASH-USD,SELL,BID,DASH,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DASH,USDT,USDT-USD,SELL,BID,USDT,USD,DASH-USD,BUY,ASK,USD,DASH,DASH-USDT,SELL,BID,DASH,USDT
USDT,DEGEN,USD,USDT,DEGEN-USDT,BUY,ASK,USDT,DEGEN,DEGEN-USD,SELL,BID,DEGEN,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DEGEN,USDT,USDT-USD,SELL,BID,USDT,USD,DEGEN-USD,BUY,ASK,USD,DEGEN,DEGEN-USDT,SELL,BID,DEGEN,USDT
USDT,DGB,USD,USDT,DGB-USDT,BUY,ASK,USDT,DGB,DGB-USD,SELL,BID,DGB,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DGB,USDT,USDT-USD,SELL,BID,USDT,USD,DGB-USD,BUY,ASK,USD,DGB,DGB-USDT,SELL,BID,DGB,USDT
USDT,USDC,DOGE,USDT,USDC-USDT,BUY,ASK,USDT,USDC,DOGE-USDC,BUY,ASK,USDC,DOGE,DOGE-USDT,SELL,BID,DOGE,USDT
USDT,DOGE,USDC,USDT,DOGE-USDT,BUY,ASK,USDT,DOGE,DOGE-USDC,SELL,BID,DOGE,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,DOGE,EUR,USDT,DOGE-USDT,BUY,ASK,USDT,DOGE,DOGE-EUR,SELL,BID,DOGE,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,DOGE,USDT,USDT-EUR,SELL,BID,USDT,EUR,DOGE-EUR,BUY,ASK,EUR,DOGE,DOGE-USDT,SELL,BID,DOGE,USDT
USDT,DOGE,USD,USDT,DOGE-USDT,BUY,ASK,USDT,DOGE,DOGE-USD,SELL,BID,DOGE,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DOGE,USDT,USDT-USD,SELL,BID,USDT,USD,DOGE-USD,BUY,ASK,USD,DOGE,DOGE-USDT,SELL,BID,DOGE,USDT
USDT,DOGS,USD,USDT,DOGS-USDT,BUY,ASK,USDT,DOGS,DOGS-USD,SELL,BID,DOGS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DOGS,USDT,USDT-USD,SELL,BID,USDT,USD,DOGS-USD,BUY,ASK,USD,DOGS,DOGS-USDT,SELL,BID,DOGS,USDT
USDT,DOOD,USD,USDT,DOOD-USDT,BUY,ASK,USDT,DOOD,DOOD-USD,SELL,BID,DOOD,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DOOD,USDT,USDT-USD,SELL,BID,USDT,USD,DOOD-USD,BUY,ASK,USD,DOOD,DOOD-USDT,SELL,BID,DOOD,USDT
USDT,USDC,DOT,USDT,USDC-USDT,BUY,ASK,USDT,USDC,DOT-USDC,BUY,ASK,USDC,DOT,DOT-USDT,SELL,BID,DOT,USDT
USDT,DOT,USDC,USDT,DOT-USDT,BUY,ASK,USDT,DOT,DOT-USDC,SELL,BID,DOT,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,DOT,EUR,USDT,DOT-USDT,BUY,ASK,USDT,DOT,DOT-EUR,SELL,BID,DOT,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,DOT,USDT,USDT-EUR,SELL,BID,USDT,EUR,DOT-EUR,BUY,ASK,EUR,DOT,DOT-USDT,SELL,BID,DOT,USDT
USDT,DOT,USD,USDT,DOT-USDT,BUY,ASK,USDT,DOT,DOT-USD,SELL,BID,DOT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DOT,USDT,USDT-USD,SELL,BID,USDT,USD,DOT-USD,BUY,ASK,USD,DOT,DOT-USDT,SELL,BID,DOT,USDT
USDT,DUCK,USD,USDT,DUCK-USDT,BUY,ASK,USDT,DUCK,DUCK-USD,SELL,BID,DUCK,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DUCK,USDT,USDT-USD,SELL,BID,USDT,USD,DUCK-USD,BUY,ASK,USD,DUCK,DUCK-USDT,SELL,BID,DUCK,USDT
USDT,DYDX,EUR,USDT,DYDX-USDT,BUY,ASK,USDT,DYDX,DYDX-EUR,SELL,BID,DYDX,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,DYDX,USDT,USDT-EUR,SELL,BID,USDT,EUR,DYDX-EUR,BUY,ASK,EUR,DYDX,DYDX-USDT,SELL,BID,DYDX,USDT
USDT,DYDX,USD,USDT,DYDX-USDT,BUY,ASK,USDT,DYDX,DYDX-USD,SELL,BID,DYDX,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,DYDX,USDT,USDT-USD,SELL,BID,USDT,USD,DYDX-USD,BUY,ASK,USD,DYDX,DYDX-USDT,SELL,BID,DYDX,USDT
USDT,EGLD,EUR,USDT,EGLD-USDT,BUY,ASK,USDT,EGLD,EGLD-EUR,SELL,BID,EGLD,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,EGLD,USDT,USDT-EUR,SELL,BID,USDT,EUR,EGLD-EUR,BUY,ASK,EUR,EGLD,EGLD-USDT,SELL,BID,EGLD,USDT
USDT,EGLD,USD,USDT,EGLD-USDT,BUY,ASK,USDT,EGLD,EGLD-USD,SELL,BID,EGLD,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,EGLD,USDT,USDT-USD,SELL,BID,USDT,USD,EGLD-USD,BUY,ASK,USD,EGLD,EGLD-USDT,SELL,BID,EGLD,USDT
USDT,EIGEN,USD,USDT,EIGEN-USDT,BUY,ASK,USDT,EIGEN,EIGEN-USD,SELL,BID,EIGEN,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,EIGEN,USDT,USDT-USD,SELL,BID,USDT,USD,EIGEN-USD,BUY,ASK,USD,EIGEN,EIGEN-USDT,SELL,BID,EIGEN,USDT
USDT,ELF,USD,USDT,ELF-USDT,BUY,ASK,USDT,ELF,ELF-USD,SELL,BID,ELF,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ELF,USDT,USDT-USD,SELL,BID,USDT,USD,ELF-USD,BUY,ASK,USD,ELF,ELF-USDT,SELL,BID,ELF,USDT
USDT,ELON,USD,USDT,ELON-USDT,BUY,ASK,USDT,ELON,ELON-USD,SELL,BID,ELON,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ELON,USDT,USDT-USD,SELL,BID,USDT,USD,ELON-USD,BUY,ASK,USD,ELON,ELON-USDT,SELL,BID,ELON,USDT
USDT,ENA,USD,USDT,ENA-USDT,BUY,ASK,USDT,ENA,ENA-USD,SELL,BID,ENA,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ENA,USDT,USDT-USD,SELL,BID,USDT,USD,ENA-USD,BUY,ASK,USD,ENA,ENA-USDT,SELL,BID,ENA,USDT
USDT,ENJ,USD,USDT,ENJ-USDT,BUY,ASK,USDT,ENJ,ENJ-USD,SELL,BID,ENJ,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ENJ,USDT,USDT-USD,SELL,BID,USDT,USD,ENJ-USD,BUY,ASK,USD,ENJ,ENJ-USDT,SELL,BID,ENJ,USDT
USDT,ENS,USD,USDT,ENS-USDT,BUY,ASK,USDT,ENS,ENS-USD,SELL,BID,ENS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ENS,USDT,USDT-USD,SELL,BID,USDT,USD,ENS-USD,BUY,ASK,USD,ENS,ENS-USDT,SELL,BID,ENS,USDT
USDT,ETC,USD,USDT,ETC-USDT,BUY,ASK,USDT,ETC,ETC-USD,SELL,BID,ETC,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ETC,USDT,USDT-USD,SELL,BID,USDT,USD,ETC-USD,BUY,ASK,USD,ETC,ETC-USDT,SELL,BID,ETC,USDT
USDT,BTC,ETH,USDT,BTC-USDT,BUY,ASK,USDT,BTC,ETH-BTC,BUY,ASK,BTC,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,BTC,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-BTC,SELL,BID,ETH,BTC,BTC-USDT,SELL,BID,BTC,USDT
USDT,USDC,ETH,USDT,USDC-USDT,BUY,ASK,USDT,USDC,ETH-USDC,BUY,ASK,USDC,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,USDC,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-USDC,SELL,BID,ETH,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,ETH,AED,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-AED,SELL,BID,ETH,AED,USDT-AED,BUY,ASK,AED,USDT
USDT,AED,ETH,USDT,USDT-AED,SELL,BID,USDT,AED,ETH-AED,BUY,ASK,AED,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,AUD,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-AUD,SELL,BID,ETH,AUD,USDT-AUD,BUY,ASK,AUD,USDT
USDT,AUD,ETH,USDT,USDT-AUD,SELL,BID,USDT,AUD,ETH-AUD,BUY,ASK,AUD,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,BRL,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-BRL,SELL,BID,ETH,BRL,USDT-BRL,BUY,ASK,BRL,USDT
USDT,BRL,ETH,USDT,USDT-BRL,SELL,BID,USDT,BRL,ETH-BRL,BUY,ASK,BRL,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,EUR,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-EUR,SELL,BID,ETH,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,ETH,USDT,USDT-EUR,SELL,BID,USDT,EUR,ETH-EUR,BUY,ASK,EUR,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,TRY,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-TRY,SELL,BID,ETH,TRY,USDT-TRY,BUY,ASK,TRY,USDT
USDT,TRY,ETH,USDT,USDT-TRY,SELL,BID,USDT,TRY,ETH-TRY,BUY,ASK,TRY,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETH,USD,USDT,ETH-USDT,BUY,ASK,USDT,ETH,ETH-USD,SELL,BID,ETH,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ETH,USDT,USDT-USD,SELL,BID,USDT,USD,ETH-USD,BUY,ASK,USD,ETH,ETH-USDT,SELL,BID,ETH,USDT
USDT,ETHFI,USD,USDT,ETHFI-USDT,BUY,ASK,USDT,ETHFI,ETHFI-USD,SELL,BID,ETHFI,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ETHFI,USDT,USDT-USD,SELL,BID,USDT,USD,ETHFI-USD,BUY,ASK,USD,ETHFI,ETHFI-USDT,SELL,BID,ETHFI,USDT
USDT,ETHW,USD,USDT,ETHW-USDT,BUY,ASK,USDT,ETHW,ETHW-USD,SELL,BID,ETHW,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ETHW,USDT,USDT-USD,SELL,BID,USDT,USD,ETHW-USD,BUY,ASK,USD,ETHW,ETHW-USDT,SELL,BID,ETHW,USDT
USDT,USDC,FET,USDT,USDC-USDT,BUY,ASK,USDT,USDC,FET-USDC,BUY,ASK,USDC,FET,FET-USDT,SELL,BID,FET,USDT
USDT,FET,USDC,USDT,FET-USDT,BUY,ASK,USDT,FET,FET-USDC,SELL,BID,FET,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,FET,EUR,USDT,FET-USDT,BUY,ASK,USDT,FET,FET-EUR,SELL,BID,FET,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,FET,USDT,USDT-EUR,SELL,BID,USDT,EUR,FET-EUR,BUY,ASK,EUR,FET,FET-USDT,SELL,BID,FET,USDT
USDT,USDC,FIL,USDT,USDC-USDT,BUY,ASK,USDT,USDC,FIL-USDC,BUY,ASK,USDC,FIL,FIL-USDT,SELL,BID,FIL,USDT
USDT,FIL,USDC,USDT,FIL-USDT,BUY,ASK,USDT,FIL,FIL-USDC,SELL,BID,FIL,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,FIL,USD,USDT,FIL-USDT,BUY,ASK,USDT,FIL,FIL-USD,SELL,BID,FIL,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,FIL,USDT,USDT-USD,SELL,BID,USDT,USD,FIL-USD,BUY,ASK,USD,FIL,FIL-USDT,SELL,BID,FIL,USDT
USDT,FLOKI,USD,USDT,FLOKI-USDT,BUY,ASK,USDT,FLOKI,FLOKI-USD,SELL,BID,FLOKI,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,FLOKI,USDT,USDT-USD,SELL,BID,USDT,USD,FLOKI-USD,BUY,ASK,USD,FLOKI,FLOKI-USDT,SELL,BID,FLOKI,USDT
USDT,FLOW,EUR,USDT,FLOW-USDT,BUY,ASK,USDT,FLOW,FLOW-EUR,SELL,BID,FLOW,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,FLOW,USDT,USDT-EUR,SELL,BID,USDT,EUR,FLOW-EUR,BUY,ASK,EUR,FLOW,FLOW-USDT,SELL,BID,FLOW,USDT
USDT,FLOW,USD,USDT,FLOW-USDT,BUY,ASK,USDT,FLOW,FLOW-USD,SELL,BID,FLOW,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,FLOW,USDT,USDT-USD,SELL,BID,USDT,USD,FLOW-USD,BUY,ASK,USD,FLOW,FLOW-USDT,SELL,BID,FLOW,USDT
USDT,FLR,EUR,USDT,FLR-USDT,BUY,ASK,USDT,FLR,FLR-EUR,SELL,BID,FLR,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,FLR,USDT,USDT-EUR,SELL,BID,USDT,EUR,FLR-EUR,BUY,ASK,EUR,FLR,FLR-USDT,SELL,BID,FLR,USDT
USDT,FLR,USD,USDT,FLR-USDT,BUY,ASK,USDT,FLR,FLR-USD,SELL,BID,FLR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,FLR,USDT,USDT-USD,SELL,BID,USDT,USD,FLR-USD,BUY,ASK,USD,FLR,FLR-USDT,SELL,BID,FLR,USDT
USDT,FLUID,USD,USDT,FLUID-USDT,BUY,ASK,USDT,FLUID,FLUID-USD,SELL,BID,FLUID,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,FLUID,USDT,USDT-USD,SELL,BID,USDT,USD,FLUID-USD,BUY,ASK,USD,FLUID,FLUID-USDT,SELL,BID,FLUID,USDT
USDT,FXS,EUR,USDT,FXS-USDT,BUY,ASK,USDT,FXS,FXS-EUR,SELL,BID,FXS,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,FXS,USDT,USDT-EUR,SELL,BID,USDT,EUR,FXS-EUR,BUY,ASK,EUR,FXS,FXS-USDT,SELL,BID,FXS,USDT
USDT,G,USD,USDT,G-USDT,BUY,ASK,USDT,G,G-USD,SELL,BID,G,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,G,USDT,USDT-USD,SELL,BID,USDT,USD,G-USD,BUY,ASK,USD,G,G-USDT,SELL,BID,G,USDT
USDT,GALA,USD,USDT,GALA-USDT,BUY,ASK,USDT,GALA,GALA-USD,SELL,BID,GALA,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GALA,USDT,USDT-USD,SELL,BID,USDT,USD,GALA-USD,BUY,ASK,USD,GALA,GALA-USDT,SELL,BID,GALA,USDT
USDT,GAS,USD,USDT,GAS-USDT,BUY,ASK,USDT,GAS,GAS-USD,SELL,BID,GAS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GAS,USDT,USDT-USD,SELL,BID,USDT,USD,GAS-USD,BUY,ASK,USD,GAS,GAS-USDT,SELL,BID,GAS,USDT
USDT,GEAR,USD,USDT,GEAR-USDT,BUY,ASK,USDT,GEAR,GEAR-USD,SELL,BID,GEAR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GEAR,USDT,USDT-USD,SELL,BID,USDT,USD,GEAR-USD,BUY,ASK,USD,GEAR,GEAR-USDT,SELL,BID,GEAR,USDT
USDT,GHST,USD,USDT,GHST-USDT,BUY,ASK,USDT,GHST,GHST-USD,SELL,BID,GHST,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GHST,USDT,USDT-USD,SELL,BID,USDT,USD,GHST-USD,BUY,ASK,USD,GHST,GHST-USDT,SELL,BID,GHST,USDT
USDT,GLM,USD,USDT,GLM-USDT,BUY,ASK,USDT,GLM,GLM-USD,SELL,BID,GLM,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GLM,USDT,USDT-USD,SELL,BID,USDT,USD,GLM-USD,BUY,ASK,USD,GLM,GLM-USDT,SELL,BID,GLM,USDT
USDT,GMT,USD,USDT,GMT-USDT,BUY,ASK,USDT,GMT,GMT-USD,SELL,BID,GMT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GMT,USDT,USDT-USD,SELL,BID,USDT,USD,GMT-USD,BUY,ASK,USD,GMT,GMT-USDT,SELL,BID,GMT,USDT
USDT,GOAT,USD,USDT,GOAT-USDT,BUY,ASK,USDT,GOAT,GOAT-USD,SELL,BID,GOAT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GOAT,USDT,USDT-USD,SELL,BID,USDT,USD,GOAT-USD,BUY,ASK,USD,GOAT,GOAT-USDT,SELL,BID,GOAT,USDT
USDT,GODS,USD,USDT,GODS-USDT,BUY,ASK,USDT,GODS,GODS-USD,SELL,BID,GODS,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GODS,USDT,USDT-USD,SELL,BID,USDT,USD,GODS-USD,BUY,ASK,USD,GODS,GODS-USDT,SELL,BID,GODS,USDT
USDT,GRT,EUR,USDT,GRT-USDT,BUY,ASK,USDT,GRT,GRT-EUR,SELL,BID,GRT,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,GRT,USDT,USDT-EUR,SELL,BID,USDT,EUR,GRT-EUR,BUY,ASK,EUR,GRT,GRT-USDT,SELL,BID,GRT,USDT
USDT,GRT,USD,USDT,GRT-USDT,BUY,ASK,USDT,GRT,GRT-USD,SELL,BID,GRT,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,GRT,USDT,USDT-USD,SELL,BID,USDT,USD,GRT-USD,BUY,ASK,USD,GRT,GRT-USDT,SELL,BID,GRT,USDT
USDT,HBAR,EUR,USDT,HBAR-USDT,BUY,ASK,USDT,HBAR,HBAR-EUR,SELL,BID,HBAR,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,HBAR,USDT,USDT-EUR,SELL,BID,USDT,EUR,HBAR-EUR,BUY,ASK,EUR,HBAR,HBAR-USDT,SELL,BID,HBAR,USDT
USDT,HBAR,USD,USDT,HBAR-USDT,BUY,ASK,USDT,HBAR,HBAR-USD,SELL,BID,HBAR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,HBAR,USDT,USDT-USD,SELL,BID,USDT,USD,HBAR-USD,BUY,ASK,USD,HBAR,HBAR-USDT,SELL,BID,HBAR,USDT
USDT,HMSTR,USD,USDT,HMSTR-USDT,BUY,ASK,USDT,HMSTR,HMSTR-USD,SELL,BID,HMSTR,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,HMSTR,USDT,USDT-USD,SELL,BID,USDT,USD,HMSTR-USD,BUY,ASK,USD,HMSTR,HMSTR-USDT,SELL,BID,HMSTR,USDT
USDT,HUMA,USD,USDT,HUMA-USDT,BUY,ASK,USDT,HUMA,HUMA-USD,SELL,BID,HUMA,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,HUMA,USDT,USDT-USD,SELL,BID,USDT,USD,HUMA-USD,BUY,ASK,USD,HUMA,HUMA-USDT,SELL,BID,HUMA,USDT
USDT,USDC,HYPE,USDT,USDC-USDT,BUY,ASK,USDT,USDC,HYPE-USDC,BUY,ASK,USDC,HYPE,HYPE-USDT,SELL,BID,HYPE,USDT
USDT,HYPE,USDC,USDT,HYPE-USDT,BUY,ASK,USDT,HYPE,HYPE-USDC,SELL,BID,HYPE,USDC,USDC-USDT,SELL,BID,USDC,USDT
USDT,HYPE,EUR,USDT,HYPE-USDT,BUY,ASK,USDT,HYPE,HYPE-EUR,SELL,BID,HYPE,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,HYPE,USDT,USDT-EUR,SELL,BID,USDT,EUR,HYPE-EUR,BUY,ASK,EUR,HYPE,HYPE-USDT,SELL,BID,HYPE,USDT
USDT,HYPE,USD,USDT,HYPE-USDT,BUY,ASK,USDT,HYPE,HYPE-USD,SELL,BID,HYPE,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,HYPE,USDT,USDT-USD,SELL,BID,USDT,USD,HYPE-USD,BUY,ASK,USD,HYPE,HYPE-USDT,SELL,BID,HYPE,USDT
USDT,ICP,EUR,USDT,ICP-USDT,BUY,ASK,USDT,ICP,ICP-EUR,SELL,BID,ICP,EUR,USDT-EUR,BUY,ASK,EUR,USDT
USDT,EUR,ICP,USDT,USDT-EUR,SELL,BID,USDT,EUR,ICP-EUR,BUY,ASK,EUR,ICP,ICP-USDT,SELL,BID,ICP,USDT
USDT,ICP,USD,USDT,ICP-USDT,BUY,ASK,USDT,ICP,ICP-USD,SELL,BID,ICP,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ICP,USDT,USDT-USD,SELL,BID,USDT,USD,ICP-USD,BUY,ASK,USD,ICP,ICP-USDT,SELL,BID,ICP,USDT
USDT,ICX,USD,USDT,ICX-USDT,BUY,ASK,USDT,ICX,ICX-USD,SELL,BID,ICX,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ICX,USDT,USDT-USD,SELL,BID,USDT,USD,ICX-USD,BUY,ASK,USD,ICX,ICX-USDT,SELL,BID,ICX,USDT
USDT,ID,USD,USDT,ID-USDT,BUY,ASK,USDT,ID,ID-USD,SELL,BID,ID,USD,USDT-USD,BUY,ASK,USD,USDT
USDT,USD,ID,USDT,USDT-USD,SELL,BID,USDT,USD,ID-USD,BUY,ASK,USD,ID,ID-USDT,SELL,BID,ID,USDT
