2026/04/10 08:58:11 [Main] log file: logs/arb_20260440_085811.log
2026/04/10 08:58:11 pprof on http://localhost:6060/debug/pprof/
2026/04/10 08:58:13 [KuCoin WS 0] connected
2026/04/10 08:58:13 [KuCoin] started with 1 WS
2026/04/10 08:58:13 [Main] KuCoinCollector started
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5949% | ideal=-0.2961% | rounded=-0.3010% | strict=-0.6030% | tails=-0.6015% | tail_usdt=0.00015030 | tails_map={USDT=0.00015030}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5949% | ideal=-0.2961% | rounded=-0.3010% | strict=-0.6030% | tails=-0.6015% | tail_usdt=0.00015030 | tails_map={USDT=0.00015030}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5873% | ideal=-0.2884% | rounded=-0.2930% | strict=-0.5950% | tails=-0.5935% | tail_usdt=0.00014950 | tails_map={USDT=0.00014950}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5873% | ideal=-0.2884% | rounded=-0.2930% | strict=-0.5950% | tails=-0.5935% | tail_usdt=0.00014950 | tails_map={USDT=0.00014950}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.6517% | ideal=-0.3531% | rounded=-0.3600% | strict=-0.6620% | tails=-0.6604% | tail_usdt=0.00015620 | tails_map={USDT=0.00015620}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5873% | ideal=-0.2884% | rounded=-0.2930% | strict=-0.5950% | tails=-0.5935% | tail_usdt=0.00014950 | tails_map={USDT=0.00014950}
2026/04/10 08:58:58 [EXEC CMP] USDT→DOT→KCS | est=-0.5873% | ideal=-0.2884% | rounded=-0.2930% | strict=-0.5950% | tails=-0.5935% | tail_usdt=0.00014950 | tails_map={USDT=0.00014950}
2026/04/10 08:59:01 [EXEC CMP] USDT→LYX→ETH | est=-1.1878% | ideal=-0.8908% | rounded=-0.8919% | strict=-1.1906% | tails=-1.1896% | tail_usdt=0.00010017 | tails_map={USDT=0.00010017}
2026/04/10 08:59:01 [EXEC CMP] USDT→ETC→ETH | est=-0.3976% | ideal=-0.0982% | rounded=-0.1077% | strict=-0.4270% | tails=-0.4270% | tail_usdt=0.00000374 | tails_map={USDT=0.00000374}
2026/04/10 08:59:02 [EXEC CMP] USDT→ETC→ETH | est=-0.3976% | ideal=-0.0982% | rounded=-0.1077% | strict=-0.4270% | tails=-0.4270% | tail_usdt=0.00000374 | tails_map={USDT=0.00000374}
