A,B,C,leg1,leg2,leg3,baseMin1,quoteMin1,baseInc1,quoteInc1,priceInc1,baseMin2,quoteMin2,baseInc2,quoteInc2,priceInc2,baseMin3,quoteMin3,baseInc3,quoteInc3,priceInc3
USDT,ETH,A,BUY ETH/USDT,BUY A/ETH,SELL A/USDT,0.0001,0.01,0.0000001,0.000001,0.01,1,0.00001,1,0.0000001,0.0000001,1,0.1,0.01,0.0001,0.0001
USDT,ETH,MANA,BUY ETH/USDT,BUY MANA/ETH,SELL MANA/USDT,0.0001,0.01,0.0000001,0.000001,0.01,1,0.0001,0.0001,0.0000001,0.0000001,1,0.1,0.0001,0.00001,0.00001
USDT,ETH,TEL,BUY ETH/USDT,BUY TEL/ETH,SELL TEL/USDT,0.0001,0.01,0.0000001,0.000001,0.01,100,0.0001,0.01,0.0000000001,0.0000000001,1000,0.1,1,0.000001,0.000001
USDT,ETH,XLM,BUY ETH/USDT,BUY XLM/ETH,SELL XLM/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.1,0.0001,0.0001,0.0000001,0.00000001,1,0.1,0.01,0.0001,0.0001
USDT,ETH,ATOM,BUY ETH/USDT,BUY ATOM/ETH,SELL ATOM/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.01,0.00001,0.0001,0.000001,0.000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,ETH,DAG,BUY ETH/USDT,BUY DAG/ETH,SELL DAG/USDT,0.0001,0.01,0.0000001,0.000001,0.01,10,0.0001,0.0001,0.00000001,0.00000001,1,0.1,0.0001,0.000001,0.000001
USDT,ETH,XRP,BUY ETH/USDT,BUY XRP/ETH,SELL XRP/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.1,0.0001,0.0001,0.0000001,0.0000001,0.1,0.1,0.0001,0.000001,0.00001
USDT,ETH,ENJ,BUY ETH/USDT,BUY ENJ/ETH,SELL ENJ/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.1,0.0001,0.0001,0.00000001,0.00000001,10,0.1,0.1,0.00001,0.00001
USDT,ETH,XYO,BUY ETH/USDT,BUY XYO/ETH,SELL XYO/USDT,0.0001,0.01,0.0000001,0.000001,0.01,10,0.0001,0.0001,0.000000001,0.000000001,10,0.1,0.0001,0.000001,0.000001
USDT,ETH,STORJ,BUY ETH/USDT,BUY STORJ/ETH,SELL STORJ/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.1,0.00001,0.0001,0.0000001,0.0000001,1,0.1,0.0001,0.0001,0.0001
USDT,ETH,TRX,BUY ETH/USDT,BUY TRX/ETH,SELL TRX/USDT,0.0001,0.01,0.0000001,0.000001,0.01,1,0.0001,0.01,0.00000001,0.00000001,1,0.1,0.01,0.0001,0.0001
USDT,ETH,SNX,BUY ETH/USDT,BUY SNX/ETH,SELL SNX/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.01,0.0001,0.00000001,0.000001,0.000001,1,0.1,0.01,0.0001,0.0001
USDT,ETH,ZIL,BUY ETH/USDT,BUY ZIL/ETH,SELL ZIL/USDT,0.0001,0.01,0.0000001,0.000001,0.01,1,0.0001,0.0001,0.000000001,0.000000001,100,0.1,1,0.000001,0.000001
USDT,ETH,LTC,BUY ETH/USDT,BUY LTC/ETH,SELL LTC/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.001,0.0001,0.001,0.00001,0.00001,0.001,0.1,0.001,0.01,0.01
USDT,ETH,ICX,BUY ETH/USDT,BUY ICX/ETH,SELL ICX/USDT,0.0001,0.01,0.0000001,0.000001,0.01,1,0.00001,0.0001,0.00000001,0.00000001,1,0.1,0.0001,0.0001,0.0001
USDT,ETH,KCS,BUY ETH/USDT,BUY KCS/ETH,SELL KCS/USDT,0.0001,0.01,0.0000001,0.000001,0.01,0.01,0.0001,0.0001,0.000001,0.000001,0.1,0.1,0.0001,0.0001,0.001
USDT,ETH,BAX,BUY ETH/USDT,BUY BAX/ETH,SELL BAX/USDT,0.0001,0.01,0.0000001,0.000001,0.01,10000,0.0001,1,0.000000000001,0.000000000001,1000,0.1,0.0001,0.00000001,0.00000001
USDT,KCS,ADA,BUY KCS/USDT,BUY ADA/KCS,SELL ADA/USDT,0.1,0.1,0.0001,0.0001,0.001,0.01,0.01,0.0001,0.00001,0.00001,1,0.1,0.01,0.0001,0.0001
USDT,KCS,LTC,BUY KCS/USDT,BUY LTC/KCS,SELL LTC/USDT,0.1,0.1,0.0001,0.0001,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.1,0.001,0.01,0.01
USDT,KCS,SOL,BUY KCS/USDT,BUY SOL/KCS,SELL SOL/USDT,0.1,0.1,0.0001,0.0001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.1,0.001,0.01,0.01
USDT,KCS,SUI,BUY KCS/USDT,BUY SUI/KCS,SELL SUI/USDT,0.1,0.1,0.0001,0.0001,0.001,1,0.001,0.01,0.0001,0.0001,0.1,0.1,0.1,0.0001,0.0001
USDT,KCS,XRP,BUY KCS/USDT,BUY XRP/KCS,SELL XRP/USDT,0.1,0.1,0.0001,0.0001,0.001,0.1,0.01,0.0001,0.0001,0.00001,0.1,0.1,0.0001,0.000001,0.00001
USDT,KCS,PEPE,BUY KCS/USDT,BUY PEPE/KCS,SELL PEPE/USDT,0.1,0.1,0.0001,0.0001,0.001,100000,0.001,1,0.0000000001,0.0000000001,100000,0.1,1,0.000000001,0.000000001
USDT,KCS,BNB,BUY KCS/USDT,BUY BNB/KCS,SELL BNB/USDT,0.1,0.1,0.0001,0.0001,0.001,0.01,0.01,0.0001,0.0001,0.0001,0.001,0.1,0.0001,0.001,0.001
USDT,KCS,HYPE,BUY KCS/USDT,BUY HYPE/KCS,SELL HYPE/USDT,0.1,0.1,0.0001,0.0001,0.001,0.001,0.001,0.01,0.001,0.001,0.01,0.1,0.01,0.001,0.001
USDT,KCS,DOT,BUY KCS/USDT,BUY DOT/KCS,SELL DOT/USDT,0.1,0.1,0.0001,0.0001,0.001,0.01,0.1,0.0001,0.0001,0.0001,0.1,0.1,0.0001,0.0001,0.0001
USDT,KCS,DOGE,BUY KCS/USDT,BUY DOGE/KCS,SELL DOGE/USDT,0.1,0.1,0.0001,0.0001,0.001,1,0.01,0.0001,0.000001,0.000001,10,0.1,0.0001,0.00001,0.00001
USDT,DOGE,SHIB,BUY DOGE/USDT,BUY SHIB/DOGE,SELL SHIB/USDT,10,0.1,0.0001,0.00001,0.00001,1000,0.1,0.0001,0.00000001,0.00000001,100000,0.1,0.0001,0.000000001,0.000000001
