A,B,C,Leg1,Step1,MinQty1,MinNotional1,Leg2,Step2,MinQty2,MinNotional2,Leg3,Step3,MinQty3,MinNotional3
USDT,TRY,ONDO,SELL USDT/TRY,0.01,1,0,BUY ONDO/TRY,0.01,1,0,SELL ONDO/USDT,0.0001,1,0
USDT,TRY,TON,SELL USDT/TRY,0.01,1,0,BUY TON/TRY,0.01,0.1,0,SELL TON/USDT,0.001,0.1,0
USDT,TRY,BASED,SELL USDT/TRY,0.01,1,0,BUY BASED/TRY,0.001,0.1,0,SELL BASED/USDT,0.0001,10,0
USDT,TRY,MAGIC,SELL USDT/TRY,0.01,1,0,BUY MAGIC/TRY,0.001,10,0,SELL MAGIC/USDT,0.00001,10,0
USDT,TRY,LINEA,SELL USDT/TRY,0.01,1,0,BUY LINEA/TRY,0.0001,100,0,SELL LINEA/USDT,0.000001,100,0
USDT,TRY,ASTER,SELL USDT/TRY,0.01,1,0,BUY ASTER/TRY,0.01,1,0,SELL ASTER/USDT,0.0001,1,0
USDT,TRY,WIF,SELL USDT/TRY,0.01,1,0,BUY WIF/TRY,0.01,1,0,SELL WIF/USDT,0.0001,1,0
USDT,TRY,NEIRO,SELL USDT/TRY,0.01,1,0,BUY NEIRO/TRY,0.000001,10000,0,SELL NEIRO/USDT,0.00000001,10000,0
USDT,TRY,XPL,SELL USDT/TRY,0.01,1,0,BUY XPL/TRY,0.001,10,0,SELL XPL/USDT,0.00001,10,0
USDT,TRY,AVAX,SELL USDT/TRY,0.01,1,0,BUY AVAX/TRY,0.1,0.1,0,SELL AVAX/USDT,0.001,0.1,0
USDT,TRY,IP,SELL USDT/TRY,0.01,1,0,BUY IP/TRY,0.01,1,0,SELL IP/USDT,0.0001,1,0
USDT,TRY,MERL,SELL USDT/TRY,0.01,1,0,BUY MERL/TRY,0.001,10,0,SELL MERL/USDT,0.00001,10,0
USDT,TRY,NEAR,SELL USDT/TRY,0.01,1,0,BUY NEAR/TRY,0.01,0.1,0,SELL NEAR/USDT,0.001,1,0
USDT,TRY,EIGEN,SELL USDT/TRY,0.01,1,0,BUY EIGEN/TRY,0.01,1,0,SELL EIGEN/USDT,0.0001,1,0
USDT,TRY,NIGHT,SELL USDT/TRY,0.01,1,0,BUY NIGHT/TRY,0.0001,10,0,SELL NIGHT/USDT,0.000001,100,0
USDT,TRY,ZK,SELL USDT/TRY,0.01,1,0,BUY ZK/TRY,0.0001,10,0,SELL ZK/USDT,0.00001,10,0
USDT,TRY,DOT,SELL USDT/TRY,0.01,1,0,BUY DOT/TRY,0.01,0.1,0,SELL DOT/USDT,0.001,0.1,0
USDT,TRY,PI,SELL USDT/TRY,0.01,1,0,BUY PI/TRY,0.001,1,0,SELL PI/USDT,0.0001,1,0
USDT,TRY,LINK,SELL USDT/TRY,0.01,1,0,BUY LINK/TRY,0.01,0.1,0,SELL LINK/USDT,0.001,0.1,0
USDT,TRY,AXS,SELL USDT/TRY,0.01,1,0,BUY AXS/TRY,0.01,0.1,0,SELL AXS/USDT,0.0001,0.1,0
USDT,TRY,PNUT,SELL USDT/TRY,0.01,1,0,BUY PNUT/TRY,0.001,10,0,SELL PNUT/USDT,0.00001,10,0
USDT,TRY,SHIB,SELL USDT/TRY,0.01,1,0,BUY SHIB/TRY,0.0000001,100000,0,SELL SHIB/USDT,0.000000001,100000,0
USDT,TRY,XRP,SELL USDT/TRY,0.01,1,0,BUY XRP/TRY,0.01,0.1,0,SELL XRP/USDT,0.0001,1,0
USDT,TRY,PAXG,SELL USDT/TRY,0.01,1,0,BUY PAXG/TRY,0.1,0.0001,0,SELL PAXG/USDT,0.1,0.001,0
USDT,TRY,SPACE,SELL USDT/TRY,0.01,1,0,BUY SPACE/TRY,0.0001,100,0,SELL SPACE/USDT,0.000001,1000,0
USDT,TRY,ADA,SELL USDT/TRY,0.01,1,0,BUY ADA/TRY,0.01,1,0,SELL ADA/USDT,0.0001,10,0
USDT,TRY,WCT,SELL USDT/TRY,0.01,1,0,BUY WCT/TRY,0.001,10,0,SELL WCT/USDT,0.00001,10,0
USDT,TRY,XAUT,SELL USDT/TRY,0.01,1,0,BUY XAUT/TRY,0.01,0.0001,0,SELL XAUT/USDT,0.1,0.001,0
USDT,TRY,HYPE,SELL USDT/TRY,0.01,1,0,BUY HYPE/TRY,0.01,0.01,0,SELL HYPE/USDT,0.001,0.1,0
USDT,TRY,TIA,SELL USDT/TRY,0.01,1,0,BUY TIA/TRY,0.01,1,0,SELL TIA/USDT,0.0001,1,0
USDT,TRY,BERA,SELL USDT/TRY,0.01,1,0,BUY BERA/TRY,0.01,1,0,SELL BERA/USDT,0.0001,1,0
USDT,TRY,HBAR,SELL USDT/TRY,0.01,1,0,BUY HBAR/TRY,0.001,10,0,SELL HBAR/USDT,0.00001,10,0
USDT,TRY,FLOKI,SELL USDT/TRY,0.01,1,0,BUY FLOKI/TRY,0.000001,10000,0,SELL FLOKI/USDT,0.00000001,10000,0
USDT,TRY,ICP,SELL USDT/TRY,0.01,1,0,BUY ICP/TRY,0.01,0.1,0,SELL ICP/USDT,0.001,0.1,0
USDT,TRY,CRO,SELL USDT/TRY,0.01,1,0,BUY CRO/TRY,0.001,10,0,SELL CRO/USDT,0.00001,10,0
USDT,TRY,ZIL,SELL USDT/TRY,0.01,1,0,BUY ZIL/TRY,0.0001,100,0,SELL ZIL/USDT,0.000001,100,0
USDT,TRY,PENGU,SELL USDT/TRY,0.01,1,0,BUY PENGU/TRY,0.0001,100,0,SELL PENGU/USDT,0.000001,100,0
USDT,TRY,SUI,SELL USDT/TRY,0.01,1,0,BUY SUI/TRY,0.01,1,0,SELL SUI/USDT,0.0001,1,0
USDT,TRY,CC,SELL USDT/TRY,0.01,1,0,BUY CC/TRY,0.001,1,0,SELL CC/USDT,0.00001,10,0
USDT,TRY,CFG,SELL USDT/TRY,0.01,1,0,BUY CFG/TRY,0.001,1,0,SELL CFG/USDT,0.00001,10,0
USDT,TRY,LAYER,SELL USDT/TRY,0.01,1,0,BUY LAYER/TRY,0.001,10,0,SELL LAYER/USDT,0.00001,10,0
USDT,TRY,PEPE,SELL USDT/TRY,0.01,1,0,BUY PEPE/TRY,0.00000001,100000,0,SELL PEPE/USDT,0.000000001,100000,0
USDT,TRY,CHZ,SELL USDT/TRY,0.01,1,0,BUY CHZ/TRY,0.001,10,0,SELL CHZ/USDT,0.00001,10,0
USDT,TRY,AAVE,SELL USDT/TRY,0.01,1,0,BUY AAVE/TRY,0.01,0.001,0,SELL AAVE/USDT,0.01,0.01,0
USDT,TRY,ARB,SELL USDT/TRY,0.01,1,0,BUY ARB/TRY,0.001,10,0,SELL ARB/USDT,0.00001,10,0
USDT,TRY,WLD,SELL USDT/TRY,0.01,1,0,BUY WLD/TRY,0.01,1,0,SELL WLD/USDT,0.0001,1,0
USDT,TRY,KITE,SELL USDT/TRY,0.01,1,0,BUY KITE/TRY,0.001,1,0,SELL KITE/USDT,0.00001,10,0
USDT,TRY,BREV,SELL USDT/TRY,0.01,1,0,BUY BREV/TRY,0.001,1,0,SELL BREV/USDT,0.0001,10,0
USDT,TRY,ACT,SELL USDT/TRY,0.01,1,0,BUY ACT/TRY,0.001,10,0,SELL ACT/USDT,0.00001,10,0
USDT,TRY,ENA,SELL USDT/TRY,0.01,1,0,BUY ENA/TRY,0.001,10,0,SELL ENA/USDT,0.00001,10,0
USDT,TRY,LTC,SELL USDT/TRY,0.01,1,0,BUY LTC/TRY,0.01,0.01,0,SELL LTC/USDT,0.01,0.01,0
USDT,TRY,ETH,SELL USDT/TRY,0.01,1,0,BUY ETH/TRY,1,0.001,0,SELL ETH/USDT,0.01,0.0001,0
USDT,TRY,JUP,SELL USDT/TRY,0.01,1,0,BUY JUP/TRY,0.001,1,0,SELL JUP/USDT,0.0001,10,0
USDT,TRY,RESOLV,SELL USDT/TRY,0.01,1,0,BUY RESOLV/TRY,0.001,10,0,SELL RESOLV/USDT,0.00001,10,0
USDT,TRY,BIO,SELL USDT/TRY,0.01,1,0,BUY BIO/TRY,0.001,10,0,SELL BIO/USDT,0.00001,10,0
USDT,ETH,BRL,BUY ETH/USDT,0.01,0.0001,0,SELL ETH/BRL,0.1,0.001,0,BUY USDT/BRL,0.001,1,0
USDT,ETH,AUD,BUY ETH/USDT,0.01,0.0001,0,SELL ETH/AUD,0.01,0.0001,0,BUY USDT/AUD,0.0001,0.1,0
USDT,ETH,BTC,BUY ETH/USDT,0.01,0.0001,0,SELL ETH/BTC,0.00001,0.0001,0,SELL BTC/USDT,0.1,0.00001,0
USDT,ETH,AED,BUY ETH/USDT,0.01,0.0001,0,SELL ETH/AED,0.1,0.0001,0,BUY USDT/AED,0.001,0.1,0
USDT,ETH,STETH,BUY ETH/USDT,0.01,0.0001,0,BUY STETH/ETH,0.0001,0.001,0,SELL STETH/USDT,0.01,0.001,0
USDT,ETH,BETH,BUY ETH/USDT,0.01,0.0001,0,BUY BETH/ETH,0.0001,0.001,0,SELL BETH/USDT,0.1,0.001,0
USDT,OKB,BTC,BUY OKB/USDT,0.01,0.01,0,SELL OKB/BTC,0.0000001,0.01,0,SELL BTC/USDT,0.1,0.00001,0
USDT,PI,BRL,BUY PI/USDT,0.0001,1,0,SELL PI/BRL,0.001,1,0,BUY USDT/BRL,0.001,1,0
USDT,XRP,AUD,BUY XRP/USDT,0.0001,1,0,SELL XRP/AUD,0.0001,0.1,0,BUY USDT/AUD,0.0001,0.1,0
USDT,XRP,AED,BUY XRP/USDT,0.0001,1,0,SELL XRP/AED,0.001,0.1,0,BUY USDT/AED,0.001,0.1,0
USDT,XRP,BRL,BUY XRP/USDT,0.0001,1,0,SELL XRP/BRL,0.001,0.1,0,BUY USDT/BRL,0.001,1,0
USDT,SOL,OKSOL,BUY SOL/USDT,0.01,0.01,0,BUY OKSOL/SOL,0.0001,0.01,0,SELL OKSOL/USDT,0.01,0.01,0
USDT,SOL,AED,BUY SOL/USDT,0.01,0.01,0,SELL SOL/AED,0.1,0.01,0,BUY USDT/AED,0.001,0.1,0
USDT,SOL,BTC,BUY SOL/USDT,0.01,0.01,0,SELL SOL/BTC,0.0000001,0.01,0,SELL BTC/USDT,0.1,0.00001,0
USDT,SOL,BRL,BUY SOL/USDT,0.01,0.01,0,SELL SOL/BRL,0.1,0.01,0,BUY USDT/BRL,0.001,1,0
USDT,SOL,AUD,BUY SOL/USDT,0.01,0.01,0,SELL SOL/AUD,0.01,0.01,0,BUY USDT/AUD,0.0001,0.1,0
USDT,TRUMP,BRL,BUY TRUMP/USDT,0.001,0.1,0,SELL TRUMP/BRL,0.01,0.1,0,BUY USDT/BRL,0.001,1,0
USDT,TRUMP,AUD,BUY TRUMP/USDT,0.001,0.1,0,SELL TRUMP/AUD,0.001,0.1,0,BUY USDT/AUD,0.0001,0.1,0
USDT,PEPE,BRL,BUY PEPE/USDT,0.000000001,100000,0,SELL PEPE/BRL,0.00000001,100000,0,BUY USDT/BRL,0.001,1,0
USDT,BTC,AUD,BUY BTC/USDT,0.1,0.00001,0,SELL BTC/AUD,0.1,0.0001,0,BUY USDT/AUD,0.0001,0.1,0
USDT,BTC,BRL,BUY BTC/USDT,0.1,0.00001,0,SELL BTC/BRL,1,0.0001,0,BUY USDT/BRL,0.001,1,0
USDT,BTC,AED,BUY BTC/USDT,0.1,0.00001,0,SELL BTC/AED,1,0.00001,0,BUY USDT/AED,0.001,0.1,0
USDT,BRL,BRL1,SELL USDT/BRL,0.001,1,0,BUY BRL1/BRL,0.0001,10,0,SELL BRL1/USDT,0.0001,10,0
